Source,Target,Weight
BKE,ESTE,0.926
BKE,FCX,0.885
BKE,GEO,0.911
BKE,GHC,0.897
BKE,GVA,0.932
BKE,IRL,0.886
BKE,KMPR,0.93
BKE,KMX,0.964
BKE,LEE,0.907
BKE,MSA,0.937
BKE,MT,0.897
BKE,MUC,0.899
BKE,NAC,0.924
BKE,NQP,0.903
BKE,NX,0.893
BKE,PRG,0.924
BKE,RLI,0.915
BKE,SMP,0.929
BKE,SPB,0.918
BKE,TCI,0.898
BKE,TGNA,0.906
BKE,TJX,0.921
BKE,TPC,0.92
BKE,TRT,0.937
BKE,TU,0.957
BKE,UNF,0.899
BKE,VHC,0.927
BKH,EME,0.897
BKN,CNP,0.888
BKN,CR,0.923
BKN,DGX,0.901
BKN,ED,0.911
BKN,EQR,0.928
BKN,ETR,0.911
BKN,FE,0.929
BKN,GBL,0.886
BKN,JNJ,0.892
BKN,MAC,0.89
BKN,MPV,0.904
BKN,NAT,0.91
BKN,NOC,0.925
BKN,OMI,0.901
BKN,PCG,0.904
BKN,PEAK,0.908
BKN,PEG,0.924
BKN,PLD,0.929
BKN,PNM,0.896
BKN,SCI,0.891
BKN,SO,0.914
BKN,WELL,0.896
BKN,WRI,0.918
BLL,CATO,0.926
BLL,CBD,0.916
BLL,CS,0.924
BLL,DHF,0.913
BLL,MCK,0.892
BLL,MMS,0.934
BLL,MSM,0.888
BLL,NC,0.891
BLL,NMI,0.9
BLL,PKX,0.941
BLL,ROK,0.888
BLL,SID,0.904
BLL,TWN,0.914
BLL,WGO,0.894
BLL,Y,0.942
BMI,DRD,0.889
BMI,FCX,0.89
BMI,GWW,0.887
BMI,IRL,0.898
BMI,RF,0.895
BMI,URI,0.893
BNS,DCO,0.892
BNS,HE,0.887
BNS,NFG,0.886
BNS,SSD,0.888
BP,MMC,0.913
BP,PEO,0.886
BPT,TXT,0.885
BSAC,CLS,0.89
BSAC,KFY,0.886
BSX,CAH,0.93
BSX,CEA,0.914
BSX,CP,0.888
BSX,CR,0.911
BSX,DGX,0.905
BSX,DTE,0.926
BSX,ED,0.956
BSX,EHC,0.905
BSX,EIX,0.929
BSX,ELS,0.896
BSX,EQT,0.896
BSX,ETN,0.929
BSX,ETR,0.894
BSX,FSS,0.935
BSX,GD,0.906
BSX,GPC,0.886
BSX,HE,0.922
BSX,HNI,0.887
BSX,HNP,0.925
BSX,HXL,0.943
BSX,IEX,0.93
BSX,LH,0.924
BSX,LLY,0.929
BSX,MFC,0.893
BSX,MLM,0.924
BSX,NOC,0.93
BSX,O,0.889
BSX,PCG,0.919
BSX,PEAK,0.886
BSX,PEG,0.906
BSX,PFE,0.916
BSX,PLD,0.928
BSX,PNM,0.906
BSX,PNW,0.916
BSX,RHI,0.922
BSX,SHI,0.926
BSX,SO,0.886
BSX,SPGI,0.906
BSX,SWK,0.89
BSX,TDY,0.894
BSX,TKR,0.912
BSX,WELL,0.889
BSX,WPC,0.932
BSX,WRI,0.891
BSX,WSO,0.942
BSX,ZNH,0.937
BTO,JWN,0.901
BWA,SAH,0.912
BWA,SGU,0.899
BWA,UHS,0.888
BXMT,CBD,0.943
BXMT,CEE,0.893
BXMT,CHN,0.923
BXMT,CS,0.909
BXMT,DB,0.894
BXMT,DHF,0.89
BXMT,DRQ,0.897
BXMT,EEA,0.905
BXMT,EL,0.892
BXMT,GGT,0.952
BXMT,GPX,0.901
BXMT,HD,0.915
BXMT,HMN,0.898
BXMT,HWM,0.886
BXMT,IPG,0.912
BXMT,IRL,0.898
BXMT,JPM,0.903
BXMT,KBH,0.926
BXMT,LOW,0.917
BXMT,MIY,0.916
BXMT,MMS,0.949
BXMT,MSM,0.981
BXMT,MT,0.914
BXMT,MTN,0.896
BXMT,MUC,0.902
BXMT,MXE,0.943
BXMT,MYN,0.909
BXMT,NAV,0.901
BXMT,NTZ,0.916
BXMT,NUE,0.885
BXMT,NX,0.929
BXMT,OFG,0.897
BXMT,PKX,0.914
BXMT,RBA,0.919
BXMT,RCI,0.901
BXMT,ROK,0.935
BXMT,SID,0.981
BXMT,SYX,0.922
BXMT,TEO,0.909
BXMT,TPC,0.915
BXMT,TWN,0.935
BXMT,UGP,0.932
BXMT,Y,0.915
BXMT,YPF,0.964
BXP,FOE,0.918
BXP,FRT,0.918
BXS,CAL,0.937
BXS,CBD,0.933
BXS,CHN,0.888
BXS,DRQ,0.892
BXS,DX,0.926
BXS,EL,0.902
BXS,FCX,0.894
BXS,GFI,0.919
BXS,GVA,0.951
BXS,HMN,0.922
BXS,IPG,0.889
BXS,KMPR,0.898
BXS,MHN,0.897
BXS,MIY,0.92
BXS,MMS,0.938
BXS,MSM,0.908
BXS,MTN,0.932
BXS,MUC,0.956
BXS,MUJ,0.946
BXS,MYN,0.942
BXS,NX,0.923
BXS,PBI,0.893
BXS,RBA,0.914
BXS,RHP,0.915
BXS,SID,0.92
BXS,SYX,0.925
BXS,TPC,0.925
BXS,UGP,0.943
BXS,UNF,0.945
BXS,VHC,0.904
BXS,Y,0.903
CACI,CAL,0.938
CACI,CS,0.91
CACI,DX,0.948
CACI,EL,0.889
CACI,GWW,0.919
CACI,HMN,0.907
CACI,JPM,0.895
CACI,MMS,0.937
CACI,MSM,0.895
CACI,MTR,0.916
CACI,NX,0.914
CACI,OI,0.894
CACI,PKX,0.91
CACI,RBA,0.89
CACI,SID,0.913
CACI,SYX,0.911
CACI,TWN,0.935
CACI,WGO,0.912
CACI,Y,0.915
CAH,CAJ,0.972
CAH,DTE,0.913
CAH,ETN,0.904
CAH,FSS,0.929
CAH,GD,0.914
CAH,HNP,0.897
CAH,HXL,0.955
CAH,LH,0.934
CAH,MAN,0.891
CAH,MHK,0.89
CAH,MRK,0.93
CAH,PFE,0.926
CAH,RHI,0.926
CAH,SPGI,0.935
CAH,TDY,0.905
CAH,TK,0.889
CAH,TKR,0.931
CAH,WPC,0.931
CAH,ZNH,0.932
CAJ,GD,0.936
CAJ,HXL,0.957
CAJ,MHK,0.924
CAJ,MRK,0.926
CAJ,SPGI,0.913
CAJ,TK,0.908
CAJ,TKR,0.891
CAJ,WPC,0.905
CAJ,ZNH,0.891
CAL,CBD,0.905
CAL,CS,0.893
CAL,DAR,0.915
CAL,DX,0.955
CAL,EL,0.911
CAL,GFI,0.899
CAL,GWW,0.891
CAL,HMN,0.905
CAL,MMS,0.948
CAL,MSM,0.896
CAL,MTR,0.902
CAL,OI,0.902
CAL,PKX,0.898
CAL,SID,0.909
CAL,SYX,0.904
CAL,TWN,0.915
CAL,WGO,0.96
CAL,Y,0.926
CAT,HMN,0.907
CAT,PGR,0.912
CBB,CEE,0.91
CBB,CHN,0.894
CBB,EMF,0.908
CBB,GEO,0.931
CBB,GGT,0.903
CBB,GHC,0.912
CBB,GPS,0.909
CBB,GVA,0.89
CBB,GWW,0.914
CBB,IRL,0.938
CBB,JPM,0.9
CBB,LEE,0.944
CBB,MSA,0.942
CBB,MT,0.943
CBB,NAV,0.903
CBB,NX,0.902
CBB,PKI,0.89
CBB,SFE,0.919
CBB,SMP,0.938
CBB,SPB,0.924
CBB,SRT,0.895
CBB,SYX,0.91
CBB,TGNA,0.885
CBB,TJX,0.887
CBB,TRT,0.894
CBB,YPF,0.886
CBD,CHN,0.933
CBD,CS,0.922
CBD,DB,0.91
CBD,DRQ,0.93
CBD,DX,0.92
CBD,EEA,0.916
CBD,EL,0.92
CBD,EMF,0.889
CBD,GGT,0.935
CBD,GVA,0.905
CBD,HD,0.886
CBD,HMN,0.925
CBD,HQL,0.885
CBD,IPG,0.91
CBD,JPM,0.911
CBD,MCY,0.912
CBD,MFL,0.89
CBD,MHN,0.889
CBD,MIY,0.961
CBD,MMS,0.984
CBD,MSM,0.964
CBD,MT,0.893
CBD,MTN,0.906
CBD,MUC,0.919
CBD,MUJ,0.942
CBD,MXE,0.944
CBD,MYI,0.885
CBD,MYN,0.939
CBD,NAV,0.889
CBD,NX,0.924
CBD,PBI,0.886
CBD,PGR,0.902
CBD,PHI,0.904
CBD,PKX,0.91
CBD,RBA,0.927
CBD,RCI,0.887
CBD,REV,0.889
CBD,ROK,0.921
CBD,SCS,0.903
CBD,SID,0.971
CBD,SPE,0.896
CBD,SQM,0.895
CBD,SYX,0.934
CBD,TEO,0.914
CBD,TPC,0.905
CBD,TWN,0.932
CBD,UGP,0.954
CBD,UNF,0.91
CBD,Y,0.97
CBD,YPF,0.909
CBT,CHN,0.917
CBT,CIG,0.887
CBT,CVA,0.886
CBT,ENZ,0.893
CBT,GVA,0.914
CBT,IPG,0.892
CBT,LEE,0.932
CBT,MHN,0.899
CBT,MSA,0.888
CBT,MT,0.888
CBT,MTN,0.911
CBT,MYN,0.92
CBT,NAV,0.9
CBT,NUS,0.919
CBT,PKI,0.905
CBT,SFE,0.909
CBT,SRT,0.894
CBT,TRT,0.912
CBT,VHC,0.919
CCU,CUB,0.906
CCU,DDS,0.909
CCU,ESTE,0.95
CCU,IPG,0.893
CCU,IRL,0.921
CCU,KMX,0.9
CCU,LDL,0.889
CCU,LEE,0.898
CCU,MT,0.892
CCU,NAC,0.918
CCU,NQP,0.902
CCU,RF,0.913
CCU,SPB,0.894
CCU,TFC,0.894
CCU,TPC,0.886
CCU,TRT,0.9
CCU,USM,0.916
CDR,ESTE,0.895
CDR,FMX,0.885
CDR,IBM,0.904
CDR,IPG,0.895
CDR,LDL,0.885
CDR,NUV,0.891
CDR,OFG,0.9
CDR,SCHW,0.897
CDR,USM,0.897
CDR,VHC,0.887
CEA,EHC,0.893
CEA,FSS,0.886
CEA,MLM,0.895
CEA,SHI,0.91
CEA,WSO,0.911
CEA,ZNH,0.887
CEE,CHN,0.951
CEE,CIG,0.907
CEE,DDS,0.9
CEE,DRQ,0.908
CEE,EEA,0.957
CEE,EMF,0.906
CEE,GAB,0.886
CEE,GAM,0.899
CEE,GF,0.886
CEE,GGT,0.959
CEE,GPX,0.887
CEE,HD,0.947
CEE,IPG,0.904
CEE,IRL,0.886
CEE,IRS,0.898
CEE,JPM,0.922
CEE,KF,0.914
CEE,MMS,0.891
CEE,MSM,0.92
CEE,MT,0.924
CEE,MXE,0.937
CEE,NAV,0.94
CEE,NUS,0.896
CEE,OFG,0.897
CEE,PKI,0.935
CEE,RCI,0.903
CEE,REV,0.901
CEE,RMT,0.961
CEE,RVT,0.887
CEE,SCHW,0.887
CEE,SF,0.907
CEE,SFE,0.896
CEE,SID,0.913
CEE,TDF,0.897
CEE,TEO,0.9
CEE,TWN,0.912
CEE,YPF,0.929
CHN,CIG,0.907
CHN,DRQ,0.933
CHN,DX,0.891
CHN,EEA,0.963
CHN,EMF,0.933
CHN,ENZ,0.922
CHN,GEO,0.907
CHN,GGT,0.967
CHN,GHC,0.917
CHN,GIB,0.888
CHN,GVA,0.935
CHN,GWW,0.907
CHN,HD,0.918
CHN,HMN,0.902
CHN,HQL,0.9
CHN,IPG,0.941
CHN,IRL,0.891
CHN,JPM,0.931
CHN,KF,0.897
CHN,LEE,0.928
CHN,MHN,0.928
CHN,MMS,0.929
CHN,MSA,0.902
CHN,MSM,0.947
CHN,MT,0.96
CHN,MTN,0.933
CHN,MUC,0.899
CHN,MXE,0.972
CHN,MXF,0.894
CHN,MYN,0.939
CHN,NAV,0.934
CHN,NUS,0.909
CHN,NX,0.936
CHN,OFG,0.912
CHN,PKI,0.935
CHN,RBA,0.904
CHN,RCI,0.91
CHN,RMT,0.912
CHN,SCHW,0.918
CHN,SFE,0.917
CHN,SID,0.94
CHN,SYX,0.948
CHN,TDF,0.941
CHN,TEO,0.945
CHN,TPC,0.895
CHN,TRT,0.948
CHN,TWN,0.917
CHN,UGP,0.956
CHN,USM,0.897
CHN,VHC,0.94
CHN,VIV,0.902
CHN,Y,0.891
CHN,YPF,0.942
CIB,SIG,0.914
CIB,TEX,0.894
CIEN,GLW,0.938
CIG,DD,0.898
CIG,DDS,0.885
CIG,DRQ,0.929
CIG,ENZ,0.887
CIG,ESTE,0.887
CIG,FMX,0.887
CIG,GAM,0.898
CIG,GGB,0.895
CIG,GGT,0.91
CIG,HQL,0.894
CIG,IPG,0.93
CIG,JOF,0.91
CIG,MSM,0.889
CIG,MTN,0.921
CIG,MVF,0.894
CIG,MXE,0.915
CIG,MXF,0.888
CIG,NAV,0.916
CIG,NTZ,0.895
CIG,NUS,0.93
CIG,OFG,0.893
CIG,PKI,0.894
CIG,SF,0.941
CIG,SFE,0.913
CIG,TDF,0.891
CIG,VHC,0.895
CIR,LUMN,0.901
CIR,OI,0.889
CIR,PRGO,0.916
CIR,RGS,0.908
CIR,TGI,0.927
CL,WMT,0.888
CLB,EQS,0.894
CLB,ESTE,0.887
CLGX,DHR,0.893
CLGX,TK,0.9
CLGX,TKR,0.898
CLI,CRY,0.918
CLI,NNN,0.885
CLI,NXN,0.885
CMS,FE,0.889
CMS,SRE,0.929
CNA,WBS,0.902
CNP,CVS,0.927
CNP,EQR,0.898
CNP,ETR,0.932
CNP,FE,0.954
CNP,IBA,0.907
CNP,NAT,0.925
CNP,PCG,0.941
CNP,PEAK,0.897
CNP,PEG,0.951
CNP,PLD,0.913
CNP,SCI,0.951
CNP,SKT,0.912
CNP,SO,0.955
CNP,SPG,0.893
CNP,SRE,0.903
CNP,SWK,0.895
CNP,WEC,0.912
CNP,WELL,0.903
COF,KSS,0.915
COG,SLF,0.892
COO,MKL,0.897
COO,MYI,0.893
COO,ROK,0.903
CP,HNP,0.889
CP,HXL,0.895
CP,MAN,0.921
CP,TDY,0.896
CR,CUZ,0.889
CR,DGX,0.935
CR,ED,0.898
CR,EHC,0.908
CR,EIX,0.901
CR,ETH,0.886
CR,FE,0.916
CR,GBL,0.921
CR,GLT,0.928
CR,IEX,0.908
CR,JNJ,0.904
CR,LLY,0.92
CR,MFC,0.902
CR,MLM,0.925
CR,NAT,0.925
CR,NOC,0.947
CR,PEAK,0.939
CR,PEG,0.89
CR,PLD,0.937
CR,SCI,0.893
CR,SHI,0.886
CR,SWK,0.924
CR,WELL,0.944
CR,WRI,0.885
CR,WSO,0.897
CRT,ED,0.901
CRT,EIX,0.904
CRT,ETR,0.904
CRT,LXP,0.894
CRT,O,0.892
CRT,PCG,0.925
CRT,PEAK,0.894
CRT,PEG,0.918
CRT,PNM,0.939
CRT,PNW,0.931
CRT,PPL,0.902
CRT,SBR,0.919
CRT,SITC,0.913
CRT,SWK,0.904
CRT,WRI,0.897
CRY,DNP,0.893
CRY,MGM,0.918
CRY,MIN,0.908
CRY,NNN,0.918
CRY,NXN,0.898
CRY,TEN,0.885
CRY,VTR,0.901
CS,DHF,0.896
CS,DX,0.913
CS,HMN,0.89
CS,MMS,0.938
CS,MSM,0.934
CS,PKX,0.904
CS,SID,0.934
CS,TWN,0.912
CS,Y,0.917
CUB,CX,0.915
CUB,EGHT,0.908
CUB,ENZ,0.937
CUB,ESTE,0.928
CUB,FDP,0.911
CUB,GBX,0.906
CUB,GVA,0.906
CUB,HQL,0.887
CUB,IPG,0.929
CUB,KMX,0.892
CUB,LDL,0.887
CUB,MT,0.892
CUB,MVT,0.925
CUB,OFG,0.924
CUB,RIO,0.888
CUB,RLI,0.893
CUB,SCHW,0.904
CUB,SPB,0.903
CUB,SSL,0.901
CUB,TDF,0.913
CUB,TGT,0.891
CUB,TRT,0.943
CUB,USM,0.95
CUB,VHC,0.937
CUZ,EQR,0.948
CUZ,FE,0.918
CUZ,GBL,0.968
CUZ,IIM,0.908
CUZ,KIM,0.906
CUZ,MAA,0.911
CUZ,MAC,0.894
CUZ,MLP,0.94
CUZ,MUR,0.886
CUZ,NAT,0.922
CUZ,OMI,0.89
CUZ,PEAK,0.921
CUZ,PEI,0.913
CUZ,PLD,0.893
CUZ,PSB,0.891
CUZ,SCI,0.895
CUZ,SKT,0.915
CUZ,SRE,0.899
CUZ,SUI,0.954
CUZ,UVV,0.888
CUZ,VMI,0.933
CUZ,WELL,0.939
CVA,DRQ,0.895
CVA,ENZ,0.915
CVA,GVA,0.888
CVA,IBM,0.923
CVA,IPG,0.899
CVA,JOF,0.887
CVA,KSU,0.885
CVA,MSI,0.911
CVA,NUS,0.929
CVA,OFG,0.895
CVA,SF,0.897
CVA,TCI,0.892
CVA,VHC,0.92
CVS,ETH,0.894
CVS,NYCB,0.924
CVS,PLD,0.9
CVS,SO,0.904
CVS,VFC,0.919
CNBKA,SCVL,0.924
CNBKA,BAP,0.911
CNBKA,IIF,0.889
CNOB,CPSH,0.899
CNOB,CSX,0.898
CNOB,EDAP,0.887
CNOB,EGAN,0.931
CNOB,ENG,0.911
CNOB,FCEL,0.89
CNOB,FONR,0.899
CNOB,HRTX,0.886
CNOB,INTU,0.921
CNOB,LNDC,0.886
CNOB,LPTH,0.898
CNOB,MSTR,0.913
CNOB,NXGN,0.898
CNOB,OPK,0.902
CNOB,ORRF,0.916
CNOB,PCTI,0.906
CNOB,PEGA,0.932
CNOB,RMTI,0.917
CNOB,SALM,0.903
CNOB,SEAC,0.886
CNOB,SIRI,0.92
CNOB,UTHR,0.909
CNOB,ZIXI,0.915
CNOB,AON,0.932
CNOB,BKE,0.903
CNOB,DDS,0.885
CNOB,EGHT,0.939
CNOB,ESTE,0.904
CNOB,KMX,0.918
CNOB,NAC,0.887
CNOB,PRG,0.888
CNOB,RF,0.907
CNOB,SJM,0.916
CNOB,TCI,0.905
CNOB,TGNA,0.885
CNOB,TGT,0.901
CNOB,TRT,0.892
CNOB,USM,0.915
CNOB,VHC,0.885
CNOB,WBS,0.899
CNOB,WRB,0.904
CNXN,GOGL,0.887
CNXN,ICUI,0.885
CNXN,JBHT,0.887
CNXN,KLIC,0.906
CNXN,LARK,0.888
CNXN,LCUT,0.933
CNXN,POOL,0.895
CNXN,QDEL,0.885
CNXN,RUSHB,0.901
CNXN,UNAM,0.914
CNXN,VICR,0.915
CNXN,AES,0.922
CNXN,AJRD,0.922
CNXN,BSX,0.939
CNXN,CAH,0.944
CNXN,CAJ,0.913
CNXN,EQT,0.888
CNXN,ETN,0.894
CNXN,FSS,0.967
CNXN,HE,0.894
CNXN,HNP,0.904
CNXN,HXL,0.95
CNXN,IEX,0.922
CNXN,LH,0.935
CNXN,MAN,0.899
CNXN,MCO,0.886
CNXN,NOC,0.89
CNXN,RHI,0.961
CNXN,SHI,0.888
CNXN,SPGI,0.914
CNXN,TKR,0.906
CNXN,WPC,0.931
CNXN,ZNH,0.969
COLB,TEX,0.888
COLM,DAIO,0.914
COLM,DLTR,0.912
COLM,ATI,0.906
COLM,IDA,0.885
COLM,NVR,0.914
COLM,SKX,0.925
CPSH,EGAN,0.885
CPSH,ENG,0.903
CPSH,SIRI,0.894
CPSH,AON,0.897
CPSH,TGT,0.885
CPSH,WRB,0.887
CPSS,M,0.887
CPSS,QADB,0.918
CPSS,THRM,0.906
CPSS,VIVO,0.902
CPSS,GAB,0.914
CPSS,GHC,0.905
CPSS,SPB,0.887
CPSS,TGNA,0.895
CPSS,YPF,0.916
CPT,FAST,0.909
CPT,FBNC,0.898
CPT,FELE,0.906
CPT,F,0.904
CPT,PDCO,0.927
CPT,UFPI,0.902
CPT,UMPQ,0.889
CPT,ABEV,0.886
CPT,ARE,0.924
CPT,CUZ,0.931
CPT,EQR,0.914
CPT,FC,0.92
CPT,GBL,0.918
CPT,IBA,0.915
CPT,IIM,0.897
CPT,KIM,0.925
CPT,MAA,0.915
CPT,MGA,0.901
CPT,MLP,0.937
CPT,NSC,0.889
CPT,OMI,0.89
CPT,PSB,0.912
CPT,SPG,0.895
CPT,SRE,0.947
CPT,SRI,0.927
CPT,SUI,0.919
CPT,UVV,0.917
CPT,VMI,0.892
CPT,WRE,0.923
CPT,WTRG,0.891
CRAI,GDEN,0.918
CRAI,TESS,0.886
CRAI,USAU,0.938
CRAI,AIT,0.914
CRAI,ALV,0.912
CRAI,ARL,0.895
CREE,MU,0.907
CREE,EME,0.907
CRUS,CSCO,0.887
CRUS,XLNX,0.898
CRUS,KMT,0.905
CRUS,TSM,0.927
CRUS,TV,0.902
CSCO,DISH,0.917
CSCO,INTC,0.925
CSCO,LPTH,0.909
CSCO,MKSI,0.923
CSCO,MXIM,0.917
CSCO,RNWK,0.906
CSCO,VIAV,0.898
CSCO,TSM,0.926
CSGP,CSPI,0.91
CSGP,CYRN,0.927
CSGP,DGII,0.908
CSGP,DMRC,0.919
CSGP,EBIX,0.927
CSGP,EEFT,0.888
CSGP,EXPO,0.916
CSGP,FCEL,0.903
CSGP,FLIR,0.93
CSGP,FOSL,0.898
CSGP,GEG,0.908
CSGP,GIGM,0.897
CSGP,GILT,0.891
CSGP,GNSS,0.924
CSGP,HUBG,0.888
CSGP,IEC,0.887
CSGP,IMBI,0.951
CSGP,IMGN,0.911
CSGP,IPAR,0.921
CSGP,IVAC,0.908
CSGP,JCOM,0.888
CSGP,JJSF,0.928
CSGP,KTOS,0.904
CSGP,KZIA,0.92
CSGP,LGND,0.946
CSGP,MDCA,0.934
CSGP,MDRX,0.899
CSGP,MITK,0.904
CSGP,MMSI,0.94
CSGP,MSFT,0.939
CSGP,MSTR,0.918
CSGP,NUAN,0.941
CSGP,NVAX,0.903
CSGP,NVEC,0.908
CSGP,QADB,0.911
CSGP,QCOM,0.959
CSGP,REFR,0.907
CSGP,SALM,0.898
CSGP,SBGI,0.886
CSGP,SEAC,0.918
CSGP,SGMA,0.906
CSGP,SMIT,0.886
CSGP,SMMF,0.949
CSGP,SPNS,0.939
CSGP,SRPT,0.906
CSGP,TENX,0.886
CSGP,THRM,0.946
CSGP,VBFC,0.928
CSGP,VOD,0.9
CSGP,VOXX,0.886
CSGP,WSTG,0.947
CSGP,XOMA,0.894
CSGP,AAIC,0.913
CSGP,AEO,0.938
CSGP,ANF,0.902
CSGP,ASA,0.929
CSGP,AVA,0.886
CSGP,AZO,0.889
CSGP,BB,0.889
CSGP,BBAR,0.94
CSGP,BXS,0.886
CSGP,CBD,0.899
CSGP,CHN,0.923
CSGP,DX,0.895
CSGP,EEA,0.925
CSGP,EL,0.924
CSGP,EMF,0.953
CSGP,GEO,0.919
CSGP,GFF,0.902
CSGP,GGT,0.939
CSGP,GHC,0.907
CSGP,GIB,0.932
CSGP,GVA,0.912
CSGP,JPM,0.926
CSGP,KF,0.918
CSGP,MLR,0.918
CSGP,MMS,0.919
CSGP,MSA,0.907
CSGP,MT,0.921
CSGP,MTN,0.894
CSGP,MUJ,0.893
CSGP,MXE,0.891
CSGP,MYN,0.89
CSGP,NX,0.936
CSGP,PHI,0.932
CSGP,PKI,0.889
CSGP,RBA,0.946
CSGP,RCL,0.925
CSGP,RHP,0.945
CSGP,SFE,0.925
CSGP,SID,0.91
CSGP,SMP,0.889
CSGP,SYX,0.964
CSGP,TDF,0.916
CSGP,TEO,0.952
CSGP,TGNA,0.901
CSGP,TJX,0.912
CSGP,TWN,0.898
CSGP,UGP,0.954
CSGP,UNF,0.918
CSGP,VHC,0.901
CSGP,VIV,0.907
CSGP,Y,0.925
CSGP,YPF,0.897
CSPI,CTG,0.9
CSPI,CYRN,0.923
CSPI,DLHC,0.934
CSPI,EBIX,0.951
CSPI,EEFT,0.921
CSPI,EGAN,0.917
CSPI,FCEL,0.972
CSPI,FCFS,0.886
CSPI,FLIR,0.891
CSPI,GEG,0.947
CSPI,GIGM,0.942
CSPI,GYRO,0.941
CSPI,HDSN,0.915
CSPI,HELE,0.891
CSPI,HRTX,0.907
CSPI,HSKA,0.931
CSPI,IMBI,0.932
CSPI,IMGN,0.936
CSPI,IMMR,0.885
CSPI,INO,0.955
CSPI,INOD,0.924
CSPI,IONS,0.947
CSPI,IVAC,0.911
CSPI,JCOM,0.957
CSPI,JJSF,0.894
CSPI,KLAC,0.891
CSPI,KTCC,0.885
CSPI,KTOS,0.955
CSPI,KZIA,0.896
CSPI,LGND,0.962
CSPI,LPTH,0.916
CSPI,MBOT,0.923
CSPI,MDRX,0.951
CSPI,MIND,0.915
CSPI,MITK,0.897
CSPI,MKTY,0.907
CSPI,MMSI,0.972
CSPI,MSTR,0.908
CSPI,MVIS,0.896
CSPI,NKTR,0.956
CSPI,NUAN,0.937
CSPI,NVAX,0.958
CSPI,OBLG,0.922
CSPI,OLED,0.905
CSPI,OPCH,0.898
CSPI,OPK,0.924
CSPI,ORRF,0.907
CSPI,OSUR,0.924
CSPI,PCTI,0.905
CSPI,PCYG,0.914
CSPI,PEGA,0.89
CSPI,PLUS,0.9
CSPI,QADB,0.914
CSPI,QCOM,0.926
CSPI,RCMT,0.931
CSPI,RDCM,0.948
CSPI,REFR,0.93
CSPI,RGEN,0.948
CSPI,RMTI,0.885
CSPI,SALM,0.941
CSPI,SEAC,0.936
CSPI,SGMA,0.892
CSPI,SGMS,0.897
CSPI,SIEB,0.941
CSPI,SIFY,0.929
CSPI,SNGX,0.941
CSPI,SPNS,0.948
CSPI,SPPI,0.897
CSPI,SRPT,0.95
CSPI,STCN,0.922
CSPI,SWKH,0.941
CSPI,TENX,0.926
CSPI,THRM,0.935
CSPI,TURN,0.905
CSPI,UHAL,0.92
CSPI,USAP,0.916
CSPI,USIO,0.94
CSPI,UTHR,0.908
CSPI,UTSI,0.907
CSPI,VBFC,0.918
CSPI,VCEL,0.898
CSPI,VIVO,0.89
CSPI,VOD,0.894
CSPI,VOXX,0.926
CSPI,VSAT,0.919
CSPI,VTNR,0.902
CSPI,WHLM,0.933
CSPI,WSTG,0.885
CSPI,ZIXI,0.899
CSPI,AAIC,0.917
CSPI,ADX,0.92
CSPI,ANF,0.887
CSPI,BB,0.948
CSPI,BBAR,0.916
CSPI,CBD,0.885
CSPI,CBT,0.887
CSPI,CDR,0.906
CSPI,CHN,0.931
CSPI,CUB,0.928
CSPI,CX,0.895
CSPI,DRQ,0.898
CSPI,DVD,0.911
CSPI,EEA,0.902
CSPI,EGHT,0.899
CSPI,EMF,0.892
CSPI,ENZ,0.964
CSPI,FMX,0.899
CSPI,GAM,0.89
CSPI,GEO,0.889
CSPI,GGT,0.908
CSPI,GHC,0.897
CSPI,GVA,0.938
CSPI,HQL,0.952
CSPI,IBM,0.896
CSPI,IPG,0.948
CSPI,LEE,0.891
CSPI,MEI,0.893
CSPI,MHN,0.915
CSPI,MSA,0.9
CSPI,MSI,0.9
CSPI,MT,0.92
CSPI,MTN,0.923
CSPI,MUJ,0.909
CSPI,MVT,0.927
CSPI,MXE,0.929
CSPI,MXF,0.925
CSPI,MYN,0.907
CSPI,NUS,0.894
CSPI,NX,0.906
CSPI,OFG,0.929
CSPI,RLI,0.893
CSPI,SAP,0.888
CSPI,SCHW,0.95
CSPI,SFE,0.938
CSPI,SQM,0.894
CSPI,SYX,0.927
CSPI,TDF,0.963
CSPI,TEO,0.957
CSPI,TGNA,0.89
CSPI,TRT,0.94
CSPI,UGP,0.941
CSPI,UNF,0.902
CSPI,USM,0.934
CSPI,VHC,0.959
CSPI,VIV,0.906
CSPI,WMB,0.895
CSX,EBIX,0.889
CSX,EDAP,0.887
CSX,EGAN,0.885
CSX,EGBN,0.89
CSX,FCEL,0.909
CSX,HRTX,0.89
CSX,PCTI,0.918
CSX,RMTI,0.905
CSX,SALM,0.901
CSX,SEAC,0.886
CSX,VTNR,0.89
CSX,ZIXI,0.897
CSX,AON,0.897
CSX,BKE,0.915
CSX,CUB,0.89
CSX,ENZ,0.912
CSX,ESTE,0.908
CSX,IBM,0.891
CSX,IPG,0.903
CSX,KMX,0.912
CSX,MUC,0.894
CSX,NAC,0.9
CSX,SSL,0.899
CSX,TCI,0.887
CSX,TPC,0.936
CSX,TRT,0.906
CSX,USM,0.909
CSX,VHC,0.919
CTG,DXPE,0.911
CTG,EBIX,0.917
CTG,EEFT,0.902
CTG,EGAN,0.94
CTG,ERIE,0.932
CTG,FCEL,0.935
CTG,FCFS,0.899
CTG,FLIR,0.898
CTG,FONR,0.899
